OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3625000;6865000;Kerimaki;1000;19810101;1981;1;1;3625000;6865000;-3.1;-1.2;-3.7;0.0;375.0;4.63;0.0;0.0
1;3625000;6865000;Kerimaki;1000;19810102;1981;1;2;3625000;6865000;-7.4;-2.6;-10.8;0.0;413.0;3.01;0.0;0.0
1;3625000;6865000;Kerimaki;1000;19810103;1981;1;3;3625000;6865000;-10.7;-7.9;-14.6;1.0;435.0;2.53;0.0;1.0
1;3625000;6865000;Kerimaki;1000;19810104;1981;1;4;3625000;6865000;-12.6;-8.2;-16.7;0.0;535.0;2.26;0.0;1.0
1;3625000;6865000;Kerimaki;1000;19810105;1981;1;5;3625000;6865000;-17.2;-14.6;-18.4;0.0;643.0;1.38;0.0;1.0
1;3625000;6865000;Kerimaki;1000;19810106;1981;1;6;3625000;6865000;-22.6;-15.9;-25.5;0.0;707.0;0.78;0.0;1.0
1;3625000;6865000;Kerimaki;1000;19810107;1981;1;7;3625000;6865000;-22.3;-18.1;-28.1;0.0;630.0;0.81;0.0;1.0
1;3625000;6865000;Kerimaki;1000;19810108;1981;1;8;3625000;6865000;-9.8;-5.0;-22.3;2.0;556.0;2.58;0.0;3.0
1;3625000;6865000;Kerimaki;1000;19810109;1981;1;9;3625000;6865000;-1.9;-0.1;-4.8;8.0;519.0;4.9;0.0;11.0
1;3625000;6865000;Kerimaki;1000;19810110;1981;1;10;3625000;6865000;-2.4;0.2;-2.6;0.0;509.0;5.02;0.0;11.0
1;3625000;6865000;Kerimaki;1000;19810111;1981;1;11;3625000;6865000;-6.7;-2.6;-13.7;0.0;777.0;2.99;0.0;11.0
1;3625000;6865000;Kerimaki;1000;19810112;1981;1;12;3625000;6865000;-2.4;-0.2;-8.5;1.0;594.0;4.68;0.0;12.0
1;3625000;6865000;Kerimaki;1000;19810113;1981;1;13;3625000;6865000;-4.0;-0.4;-5.6;5.0;606.0;3.99;0.0;17.0
1;3625000;6865000;Kerimaki;1000;19810114;1981;1;14;3625000;6865000;-5.6;-4.1;-9.7;1.0;771.0;3.58;0.0;18.0
1;3625000;6865000;Kerimaki;1000;19810115;1981;1;15;3625000;6865000;-5.3;-3.7;-6.8;4.0;638.0;3.31;0.0;22.0
1;3625000;6865000;Kerimaki;1000;19810116;1981;1;16;3625000;6865000;-4.6;-3.2;-6.6;1.0;654.0;3.9;0.0;23.0
1;3625000;6865000;Kerimaki;1000;19810117;1981;1;17;3625000;6865000;-3.3;-1.3;-5.2;3.0;641.0;4.5;0.0;26.0
1;3625000;6865000;Kerimaki;1000;19810118;1981;1;18;3625000;6865000;-8.0;-2.0;-14.0;0.0;1017.0;3.08;0.0;26.0
1;3625000;6865000;Kerimaki;1000;19810119;1981;1;19;3625000;6865000;-8.1;-4.9;-12.5;0.0;746.0;3.16;0.0;26.0
1;3625000;6865000;Kerimaki;1000;19810120;1981;1;20;3625000;6865000;-8.4;-6.4;-9.9;2.0;936.0;2.87;0.0;28.0
1;3625000;6865000;Kerimaki;1000;19810121;1981;1;21;3625000;6865000;-6.1;-4.9;-10.7;0.0;849.0;3.47;0.0;28.0
1;3625000;6865000;Kerimaki;1000;19810122;1981;1;22;3625000;6865000;-5.4;-4.6;-7.8;1.0;825.0;3.67;0.0;29.0
1;3625000;6865000;Kerimaki;1000;19810123;1981;1;23;3625000;6865000;-2.0;-1.0;-4.7;0.0;707.0;4.99;0.0;29.0
1;3625000;6865000;Kerimaki;1000;19810124;1981;1;24;3625000;6865000;0.5;1.1;-1.8;0.0;813.0;6.09;0.0;29.0
1;3625000;6865000;Kerimaki;1000;19810125;1981;1;25;3625000;6865000;0.1;2.2;0.2;2.0;955.0;5.7;0.0;31.0
1;3625000;6865000;Kerimaki;1000;19810126;1981;1;26;3625000;6865000;-9.0;0.6;-14.7;0.0;1670.0;2.66;0.0;31.0
1;3625000;6865000;Kerimaki;1000;19810127;1981;1;27;3625000;6865000;-8.3;-1.5;-20.5;0.0;999.0;2.96;0.0;31.0
1;3625000;6865000;Kerimaki;1000;19810128;1981;1;28;3625000;6865000;1.0;3.4;-1.6;0.0;1334.0;5.72;0.0;31.0
1;3625000;6865000;Kerimaki;1000;19810129;1981;1;29;3625000;6865000;0.8;3.1;-0.6;1.0;1475.0;5.42;0.0;32.0
1;3625000;6865000;Kerimaki;1000;19810130;1981;1;30;3625000;6865000;0.2;2.6;-0.6;2.0;896.0;6.05;0.0;34.0
1;3625000;6865000;Kerimaki;1000;19810131;1981;1;31;3625000;6865000;-5.5;1.2;-12.2;1.0;1366.0;3.35;0.0;35.0
1;3625000;6865000;Kerimaki;1000;19810201;1981;2;1;3625000;6865000;-1.7;4.1;-11.9;0.0;1350.0;4.48;0.0;35.0
1;3625000;6865000;Kerimaki;1000;19810202;1981;2;2;3625000;6865000;-5.4;-3.4;-7.2;10.0;1558.0;2.87;0.0;45.0
1;3625000;6865000;Kerimaki;1000;19810203;1981;2;3;3625000;6865000;-4.8;-1.5;-6.4;5.0;1097.0;4.22;0.0;50.0
1;3625000;6865000;Kerimaki;1000;19810204;1981;2;4;3625000;6865000;-10.0;-5.6;-10.0;3.0;1308.0;2.58;0.0;53.0
1;3625000;6865000;Kerimaki;1000;19810205;1981;2;5;3625000;6865000;-14.1;-10.0;-21.0;1.0;1747.0;1.83;0.0;54.0
1;3625000;6865000;Kerimaki;1000;19810206;1981;2;6;3625000;6865000;-13.8;-10.8;-19.8;0.0;2701.0;1.66;0.0;54.0
1;3625000;6865000;Kerimaki;1000;19810207;1981;2;7;3625000;6865000;-3.5;0.5;-18.0;1.0;1264.0;4.3;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810208;1981;2;8;3625000;6865000;-5.3;-0.6;-8.7;0.0;1860.0;3.42;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810209;1981;2;9;3625000;6865000;-5.6;-3.6;-7.1;0.0;1799.0;3.67;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810210;1981;2;10;3625000;6865000;-7.4;-5.5;-8.9;0.0;1191.0;3.19;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810211;1981;2;11;3625000;6865000;-6.5;-5.4;-8.0;0.0;1389.0;3.27;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810212;1981;2;12;3625000;6865000;-10.1;-6.7;-11.8;0.0;2164.0;2.61;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810213;1981;2;13;3625000;6865000;-13.3;-9.1;-17.8;0.0;3035.0;1.9;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810214;1981;2;14;3625000;6865000;-16.1;-13.3;-22.3;0.0;2968.0;1.42;0.0;55.0
1;3625000;6865000;Kerimaki;1000;19810215;1981;2;15;3625000;6865000;-10.7;-8.1;-17.8;1.0;2810.0;2.39;0.0;56.0
1;3625000;6865000;Kerimaki;1000;19810216;1981;2;16;3625000;6865000;-11.8;-9.7;-12.0;1.0;2647.0;2.09;0.0;57.0
1;3625000;6865000;Kerimaki;1000;19810217;1981;2;17;3625000;6865000;-14.3;-9.6;-22.8;0.0;2299.0;1.79;0.0;57.0
1;3625000;6865000;Kerimaki;1000;19810218;1981;2;18;3625000;6865000;-10.0;-6.7;-15.2;0.0;2169.0;2.4;0.0;57.0
1;3625000;6865000;Kerimaki;1000;19810219;1981;2;19;3625000;6865000;-11.7;-8.3;-18.6;0.0;3849.0;2.13;0.0;57.0
1;3625000;6865000;Kerimaki;1000;19810220;1981;2;20;3625000;6865000;-12.7;-10.1;-17.4;0.0;3533.0;1.78;0.0;57.0
1;3625000;6865000;Kerimaki;1000;19810221;1981;2;21;3625000;6865000;-9.8;-8.8;-14.4;1.0;3274.0;2.19;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810222;1981;2;22;3625000;6865000;-6.6;-4.4;-10.0;0.0;2343.0;3.26;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810223;1981;2;23;3625000;6865000;-7.3;-4.7;-12.0;0.0;3703.0;3.18;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810224;1981;2;24;3625000;6865000;-10.1;-6.5;-11.2;0.0;3923.0;2.57;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810225;1981;2;25;3625000;6865000;-9.5;-5.5;-17.2;0.0;3610.0;2.66;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810226;1981;2;26;3625000;6865000;-7.6;-1.9;-10.7;0.0;5657.0;2.9;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810227;1981;2;27;3625000;6865000;-13.8;-4.0;-21.3;0.0;5894.0;1.82;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810228;1981;2;28;3625000;6865000;-13.5;-4.8;-22.5;0.0;6203.0;1.6;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810301;1981;3;1;3625000;6865000;-13.1;-3.9;-22.3;0.0;6363.0;1.71;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810302;1981;3;2;3625000;6865000;-11.9;-3.9;-19.3;0.0;6495.0;1.81;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810303;1981;3;3;3625000;6865000;-16.1;-7.8;-22.6;0.0;5365.0;1.52;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810304;1981;3;4;3625000;6865000;-14.7;-7.3;-21.2;0.0;5245.0;1.73;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810305;1981;3;5;3625000;6865000;-14.2;-10.4;-17.1;0.0;7092.0;1.48;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810306;1981;3;6;3625000;6865000;-18.5;-11.3;-27.7;0.0;7640.0;1.0;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810307;1981;3;7;3625000;6865000;-17.9;-10.8;-24.4;0.0;8080.0;1.1;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810308;1981;3;8;3625000;6865000;-16.0;-9.3;-26.2;0.0;5386.0;1.19;0.0;58.0
1;3625000;6865000;Kerimaki;1000;19810309;1981;3;9;3625000;6865000;-7.9;-2.8;-12.1;21.0;2386.0;2.97;0.0;79.0
1;3625000;6865000;Kerimaki;1000;19810310;1981;3;10;3625000;6865000;-4.4;0.3;-7.6;3.0;2913.0;4.0;0.0;82.0
1;3625000;6865000;Kerimaki;1000;19810311;1981;3;11;3625000;6865000;-11.3;-7.2;-13.2;0.0;5060.0;1.88;0.0;82.0
1;3625000;6865000;Kerimaki;1000;19810312;1981;3;12;3625000;6865000;-18.0;-12.3;-23.2;0.0;9252.0;1.0;0.0;82.0
1;3625000;6865000;Kerimaki;1000;19810313;1981;3;13;3625000;6865000;-15.4;-11.5;-21.8;0.0;6881.0;1.28;0.0;82.0
1;3625000;6865000;Kerimaki;1000;19810314;1981;3;14;3625000;6865000;-14.0;-11.7;-17.2;1.0;5742.0;1.64;0.0;83.0
1;3625000;6865000;Kerimaki;1000;19810315;1981;3;15;3625000;6865000;-15.6;-9.9;-19.8;0.0;9441.0;1.29;0.0;83.0
1;3625000;6865000;Kerimaki;1000;19810316;1981;3;16;3625000;6865000;-17.7;-6.6;-27.1;0.0;10655.0;1.09;0.0;83.0
1;3625000;6865000;Kerimaki;1000;19810317;1981;3;17;3625000;6865000;-12.3;-3.5;-25.8;0.0;6803.0;2.1;0.0;83.0
1;3625000;6865000;Kerimaki;1000;19810318;1981;3;18;3625000;6865000;-6.0;-1.6;-8.9;0.0;8429.0;2.77;0.0;83.0
1;3625000;6865000;Kerimaki;1000;19810319;1981;3;19;3625000;6865000;-8.4;-1.4;-21.7;2.0;5948.0;2.97;0.0;85.0
1;3625000;6865000;Kerimaki;1000;19810320;1981;3;20;3625000;6865000;-0.7;1.1;-3.0;3.0;4862.0;5.37;0.0;88.0
1;3625000;6865000;Kerimaki;1000;19810321;1981;3;21;3625000;6865000;-3.8;0.3;-8.4;1.0;5695.0;3.6;0.0;89.0
1;3625000;6865000;Kerimaki;1000;19810322;1981;3;22;3625000;6865000;-4.0;-0.5;-11.7;8.0;1919.0;4.36;0.0;97.0
1;3625000;6865000;Kerimaki;1000;19810323;1981;3;23;3625000;6865000;2.4;8.0;-1.1;0.0;6453.0;6.36;0.0;97.0
1;3625000;6865000;Kerimaki;1000;19810324;1981;3;24;3625000;6865000;1.7;5.2;-1.0;2.0;11856.0;4.57;0.0;99.0
1;3625000;6865000;Kerimaki;1000;19810325;1981;3;25;3625000;6865000;0.8;2.5;0.0;1.0;3331.0;5.49;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810326;1981;3;26;3625000;6865000;-2.1;2.9;-8.1;0.0;9160.0;3.4;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810327;1981;3;27;3625000;6865000;-4.4;-1.1;-8.4;0.0;12740.0;2.75;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810328;1981;3;28;3625000;6865000;-6.3;-2.1;-9.7;0.0;13261.0;2.18;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810329;1981;3;29;3625000;6865000;-5.2;2.5;-13.8;0.0;13684.0;2.57;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810330;1981;3;30;3625000;6865000;-0.7;4.6;-6.3;0.0;11184.0;3.35;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810331;1981;3;31;3625000;6865000;1.4;7.3;-4.8;0.0;13148.0;4.09;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810401;1981;4;1;3625000;6865000;1.9;5.2;0.7;0.0;11248.0;5.89;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810402;1981;4;2;3625000;6865000;1.5;8.3;-6.4;0.0;13995.0;4.85;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810403;1981;4;3;3625000;6865000;3.1;5.4;1.6;0.0;6051.0;5.52;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810404;1981;4;4;3625000;6865000;1.7;4.2;-0.1;0.0;12629.0;4.8;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810405;1981;4;5;3625000;6865000;1.2;5.6;-4.1;0.0;12106.0;4.3;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810406;1981;4;6;3625000;6865000;2.7;6.7;-0.5;0.0;12174.0;4.8;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810407;1981;4;7;3625000;6865000;2.4;6.1;-1.2;0.0;12885.0;4.74;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810408;1981;4;8;3625000;6865000;3.6;10.1;-2.9;0.0;13160.0;5.19;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810409;1981;4;9;3625000;6865000;0.4;5.2;-1.0;0.0;10906.0;4.7;0.0;100.0
1;3625000;6865000;Kerimaki;1000;19810410;1981;4;10;3625000;6865000;-0.7;3.0;-8.2;1.0;9072.0;4.58;0.0;101.0
1;3625000;6865000;Kerimaki;1000;19810411;1981;4;11;3625000;6865000;4.0;7.1;1.9;0.0;16099.0;5.0;0.0;101.0
1;3625000;6865000;Kerimaki;1000;19810412;1981;4;12;3625000;6865000;3.5;8.2;-0.3;0.0;16700.0;4.57;0.0;101.0
1;3625000;6865000;Kerimaki;1000;19810413;1981;4;13;3625000;6865000;2.0;5.1;1.4;3.0;7540.0;5.6;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810414;1981;4;14;3625000;6865000;0.9;3.5;-2.0;0.0;6241.0;5.21;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810415;1981;4;15;3625000;6865000;-1.8;1.4;-4.6;0.0;10050.0;3.39;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810416;1981;4;16;3625000;6865000;-2.1;0.9;-5.2;0.0;12176.0;3.5;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810417;1981;4;17;3625000;6865000;-2.0;2.3;-6.8;0.0;16984.0;3.36;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810418;1981;4;18;3625000;6865000;0.0;3.3;-5.0;0.0;10885.0;4.3;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810419;1981;4;19;3625000;6865000;2.0;5.8;0.6;0.0;8660.0;5.59;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810420;1981;4;20;3625000;6865000;1.8;6.5;-4.0;0.0;12489.0;4.22;0.0;104.0
1;3625000;6865000;Kerimaki;1000;19810421;1981;4;21;3625000;6865000;-2.4;3.8;-4.7;1.0;7736.0;3.81;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810422;1981;4;22;3625000;6865000;-6.2;-3.3;-8.0;0.0;10577.0;2.78;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810423;1981;4;23;3625000;6865000;-5.2;-0.6;-10.3;0.0;12384.0;2.7;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810424;1981;4;24;3625000;6865000;-2.7;0.9;-4.9;0.0;11639.0;3.29;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810425;1981;4;25;3625000;6865000;-1.3;2.0;-3.8;0.0;10400.0;4.12;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810426;1981;4;26;3625000;6865000;-1.0;4.4;-5.2;0.0;16367.0;3.6;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810427;1981;4;27;3625000;6865000;1.1;6.6;-4.4;0.0;18966.0;4.03;0.0;105.0
1;3625000;6865000;Kerimaki;1000;19810428;1981;4;28;3625000;6865000;-0.4;2.8;-2.1;15.0;5049.0;5.25;0.0;120.0
1;3625000;6865000;Kerimaki;1000;19810429;1981;4;29;3625000;6865000;-1.3;0.2;-2.1;2.0;5067.0;5.07;0.0;122.0
1;3625000;6865000;Kerimaki;1000;19810430;1981;4;30;3625000;6865000;-2.7;0.7;-5.8;0.0;15400.0;3.77;0.0;122.0
1;3625000;6865000;Kerimaki;1000;19810501;1981;5;1;3625000;6865000;-3.1;2.2;-10.5;0.0;9816.0;3.82;0.0;122.0
1;3625000;6865000;Kerimaki;1000;19810502;1981;5;2;3625000;6865000;-0.1;2.2;-2.3;3.0;6828.0;5.8;0.0;125.0
1;3625000;6865000;Kerimaki;1000;19810503;1981;5;3;3625000;6865000;1.2;3.3;-0.1;0.0;11451.0;5.79;0.0;125.0
1;3625000;6865000;Kerimaki;1000;19810504;1981;5;4;3625000;6865000;1.0;4.0;-0.9;0.0;8831.0;4.83;0.0;125.0
1;3625000;6865000;Kerimaki;1000;19810505;1981;5;5;3625000;6865000;3.4;10.4;-4.8;0.0;22278.0;4.94;0.0;125.0
1;3625000;6865000;Kerimaki;1000;19810506;1981;5;6;3625000;6865000;4.9;12.7;-2.9;11.0;21285.0;5.69;0.0;136.0
1;3625000;6865000;Kerimaki;1000;19810507;1981;5;7;3625000;6865000;3.9;7.6;2.5;0.0;4548.0;7.27;0.0;136.0
1;3625000;6865000;Kerimaki;1000;19810508;1981;5;8;3625000;6865000;6.6;13.7;-2.1;0.0;29479.0;6.59;1.5999999999999996;136.0
1;3625000;6865000;Kerimaki;1000;19810509;1981;5;9;3625000;6865000;9.1;16.2;1.0;0.0;26485.0;7.02;5.699999999999999;136.0
1;3625000;6865000;Kerimaki;1000;19810510;1981;5;10;3625000;6865000;11.0;20.3;1.5;0.0;17065.0;9.7;11.7;136.0
1;3625000;6865000;Kerimaki;1000;19810511;1981;5;11;3625000;6865000;7.7;14.2;5.1;0.0;23989.0;5.78;14.399999999999999;136.0
1;3625000;6865000;Kerimaki;1000;19810512;1981;5;12;3625000;6865000;5.6;11.6;-1.4;0.0;33591.0;5.39;14.999999999999998;136.0
1;3625000;6865000;Kerimaki;1000;19810513;1981;5;13;3625000;6865000;7.1;14.0;-0.8;0.0;24997.0;5.3;17.099999999999998;136.0
1;3625000;6865000;Kerimaki;1000;19810514;1981;5;14;3625000;6865000;10.6;19.8;-1.7;0.0;25341.0;6.41;22.699999999999996;136.0
1;3625000;6865000;Kerimaki;1000;19810515;1981;5;15;3625000;6865000;5.6;15.2;1.9;0.0;20911.0;6.35;23.299999999999997;136.0
1;3625000;6865000;Kerimaki;1000;19810516;1981;5;16;3625000;6865000;4.7;11.1;-1.7;0.0;25747.0;5.08;23.299999999999997;136.0
1;3625000;6865000;Kerimaki;1000;19810517;1981;5;17;3625000;6865000;9.5;19.6;-2.0;0.0;26031.0;6.69;27.799999999999997;136.0
1;3625000;6865000;Kerimaki;1000;19810518;1981;5;18;3625000;6865000;13.5;21.1;2.9;0.0;24620.0;9.14;36.3;136.0
1;3625000;6865000;Kerimaki;1000;19810519;1981;5;19;3625000;6865000;15.1;24.0;4.3;0.0;25580.0;9.57;46.4;136.0
1;3625000;6865000;Kerimaki;1000;19810520;1981;5;20;3625000;6865000;15.0;23.5;6.4;0.0;20259.0;9.48;56.4;136.0
1;3625000;6865000;Kerimaki;1000;19810521;1981;5;21;3625000;6865000;15.3;24.6;6.0;0.0;20897.0;10.2;66.7;136.0
1;3625000;6865000;Kerimaki;1000;19810522;1981;5;22;3625000;6865000;15.7;23.2;8.0;0.0;21748.0;11.38;77.4;136.0
1;3625000;6865000;Kerimaki;1000;19810523;1981;5;23;3625000;6865000;17.6;25.4;8.6;0.0;32679.0;12.63;90.0;136.0
1;3625000;6865000;Kerimaki;1000;19810524;1981;5;24;3625000;6865000;19.1;26.7;10.8;0.0;30547.0;13.03;104.1;136.0
1;3625000;6865000;Kerimaki;1000;19810525;1981;5;25;3625000;6865000;18.6;24.9;9.0;0.0;22070.0;12.81;117.69999999999999;136.0
1;3625000;6865000;Kerimaki;1000;19810526;1981;5;26;3625000;6865000;14.4;21.4;11.8;0.0;30419.0;11.28;127.1;136.0
1;3625000;6865000;Kerimaki;1000;19810527;1981;5;27;3625000;6865000;14.6;20.5;9.8;0.0;27736.0;11.65;136.7;136.0
1;3625000;6865000;Kerimaki;1000;19810528;1981;5;28;3625000;6865000;12.2;17.0;8.9;0.0;16780.0;12.36;143.89999999999998;136.0
1;3625000;6865000;Kerimaki;1000;19810529;1981;5;29;3625000;6865000;12.9;16.4;8.9;0.0;17041.0;12.73;151.79999999999998;136.0
1;3625000;6865000;Kerimaki;1000;19810530;1981;5;30;3625000;6865000;12.6;15.9;10.4;2.0;20376.0;12.11;159.39999999999998;138.0
1;3625000;6865000;Kerimaki;1000;19810531;1981;5;31;3625000;6865000;11.5;16.5;9.3;0.0;12343.0;9.59;165.89999999999998;138.0
1;3625000;6865000;Kerimaki;1000;19810601;1981;6;1;3625000;6865000;12.2;18.2;3.8;0.0;23873.0;9.19;173.09999999999997;138.0
1;3625000;6865000;Kerimaki;1000;19810602;1981;6;2;3625000;6865000;12.2;18.2;8.6;4.0;10482.0;12.61;180.29999999999995;142.0
1;3625000;6865000;Kerimaki;1000;19810603;1981;6;3;3625000;6865000;8.4;12.8;3.0;0.0;28260.0;6.75;183.69999999999996;142.0
1;3625000;6865000;Kerimaki;1000;19810604;1981;6;4;3625000;6865000;11.9;17.2;4.2;7.0;17831.0;8.91;190.59999999999997;149.0
1;3625000;6865000;Kerimaki;1000;19810605;1981;6;5;3625000;6865000;11.8;15.6;9.7;5.0;14390.0;12.47;197.39999999999998;154.0
1;3625000;6865000;Kerimaki;1000;19810606;1981;6;6;3625000;6865000;13.3;17.6;9.1;1.0;13472.0;12.12;205.7;155.0
1;3625000;6865000;Kerimaki;1000;19810607;1981;6;7;3625000;6865000;15.1;19.4;9.0;3.0;21758.0;11.83;215.79999999999998;158.0
1;3625000;6865000;Kerimaki;1000;19810608;1981;6;8;3625000;6865000;13.3;17.0;10.1;0.0;14855.0;11.99;224.1;158.0
1;3625000;6865000;Kerimaki;1000;19810609;1981;6;9;3625000;6865000;16.2;20.6;10.3;0.0;12203.0;12.77;235.29999999999998;158.0
1;3625000;6865000;Kerimaki;1000;19810610;1981;6;10;3625000;6865000;17.0;19.9;15.3;0.0;13177.0;17.36;247.29999999999998;158.0
1;3625000;6865000;Kerimaki;1000;19810611;1981;6;11;3625000;6865000;13.2;18.2;11.2;0.0;15201.0;10.96;255.49999999999997;158.0
1;3625000;6865000;Kerimaki;1000;19810612;1981;6;12;3625000;6865000;13.0;18.0;9.6;4.0;7173.0;11.28;263.5;162.0
1;3625000;6865000;Kerimaki;1000;19810613;1981;6;13;3625000;6865000;10.5;13.7;9.1;20.0;6037.0;12.44;269.0;182.0
1;3625000;6865000;Kerimaki;1000;19810614;1981;6;14;3625000;6865000;9.7;12.0;8.0;2.0;6063.0;11.12;273.7;184.0
1;3625000;6865000;Kerimaki;1000;19810615;1981;6;15;3625000;6865000;10.0;15.3;5.2;0.0;14822.0;9.33;278.7;184.0
1;3625000;6865000;Kerimaki;1000;19810616;1981;6;16;3625000;6865000;11.8;17.2;7.2;0.0;17731.0;10.49;285.5;184.0
1;3625000;6865000;Kerimaki;1000;19810617;1981;6;17;3625000;6865000;12.3;15.7;10.2;5.0;10573.0;11.55;292.8;189.0
1;3625000;6865000;Kerimaki;1000;19810618;1981;6;18;3625000;6865000;13.3;18.4;6.2;2.0;22318.0;11.63;301.1;191.0
1;3625000;6865000;Kerimaki;1000;19810619;1981;6;19;3625000;6865000;12.7;15.9;9.7;0.0;11645.0;12.47;308.8;191.0
1;3625000;6865000;Kerimaki;1000;19810620;1981;6;20;3625000;6865000;12.9;19.6;8.6;22.0;5203.0;14.54;316.7;213.0
1;3625000;6865000;Kerimaki;1000;19810621;1981;6;21;3625000;6865000;11.8;15.4;10.8;2.0;9776.0;12.6;323.5;215.0
1;3625000;6865000;Kerimaki;1000;19810622;1981;6;22;3625000;6865000;14.0;20.0;5.3;0.0;25137.0;11.57;332.5;215.0
1;3625000;6865000;Kerimaki;1000;19810623;1981;6;23;3625000;6865000;12.4;17.3;7.7;1.0;12082.0;11.69;339.9;216.0
1;3625000;6865000;Kerimaki;1000;19810624;1981;6;24;3625000;6865000;17.1;23.1;10.9;1.0;7861.0;15.0;352.0;217.0
1;3625000;6865000;Kerimaki;1000;19810625;1981;6;25;3625000;6865000;21.2;26.2;15.9;1.0;25700.0;20.04;368.2;218.0
1;3625000;6865000;Kerimaki;1000;19810626;1981;6;26;3625000;6865000;20.7;26.3;16.1;1.0;31734.0;18.49;383.9;219.0
1;3625000;6865000;Kerimaki;1000;19810627;1981;6;27;3625000;6865000;17.1;20.8;15.0;0.0;14963.0;14.74;396.0;219.0
1;3625000;6865000;Kerimaki;1000;19810628;1981;6;28;3625000;6865000;14.4;17.9;11.8;0.0;21374.0;12.59;405.4;219.0
1;3625000;6865000;Kerimaki;1000;19810629;1981;6;29;3625000;6865000;18.1;23.4;10.1;3.0;17036.0;16.66;418.5;222.0
1;3625000;6865000;Kerimaki;1000;19810630;1981;6;30;3625000;6865000;21.7;27.7;15.5;0.0;14673.0;20.91;435.2;222.0
1;3625000;6865000;Kerimaki;1000;19810701;1981;7;1;3625000;6865000;16.8;22.7;15.1;0.0;18274.0;14.33;447.0;222.0
1;3625000;6865000;Kerimaki;1000;19810702;1981;7;2;3625000;6865000;14.9;18.0;11.5;0.0;15884.0;13.31;456.9;222.0
1;3625000;6865000;Kerimaki;1000;19810703;1981;7;3;3625000;6865000;16.9;21.3;12.0;0.0;22644.0;13.58;468.79999999999995;222.0
1;3625000;6865000;Kerimaki;1000;19810704;1981;7;4;3625000;6865000;19.0;24.0;13.7;1.0;17555.0;16.43;482.79999999999995;223.0
1;3625000;6865000;Kerimaki;1000;19810705;1981;7;5;3625000;6865000;15.7;20.8;13.4;2.0;11193.0;14.55;493.49999999999994;225.0
1;3625000;6865000;Kerimaki;1000;19810706;1981;7;6;3625000;6865000;16.2;20.6;11.9;0.0;29110.0;12.78;504.69999999999993;225.0
