OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
Kuonanjoki;614265;6874542;Kerimäki;1046;19770602;1977;06;02;3615000;6875000;10.3;15.2;1.8;0;19782;6.62
Kuonanjoki;614265;6874542;Kerimäki;1046;19770603;1977;06;03;3615000;6875000;9.9;14.6;4.2;2;12424;9.72
Kuonanjoki;614265;6874542;Kerimäki;1046;19770604;1977;06;04;3615000;6875000;8.8;11.6;5.7;0;13070;8.62
Kuonanjoki;614265;6874542;Kerimäki;1046;19770605;1977;06;05;3615000;6875000;9.8;14.3;7.6;3;13319;9.3
Kuonanjoki;614265;6874542;Kerimäki;1046;19770606;1977;06;06;3615000;6875000;10.3;15.6;3.2;0;18786;9.68
Kuonanjoki;614265;6874542;Kerimäki;1046;19770607;1977;06;07;3615000;6875000;13.7;18;8.2;0;23892;9.92
Kuonanjoki;614265;6874542;Kerimäki;1046;19770608;1977;06;08;3615000;6875000;15;22.5;7;0;21681;11.29
Kuonanjoki;614265;6874542;Kerimäki;1046;19770609;1977;06;09;3615000;6875000;16.7;21.2;10.4;0;23569;11.19
Kuonanjoki;614265;6874542;Kerimäki;1046;19770610;1977;06;10;3615000;6875000;16;21.2;8.6;0;22574;10.65
Kuonanjoki;614265;6874542;Kerimäki;1046;19770611;1977;06;11;3615000;6875000;19.2;25.9;8.4;0;27223;12.91
Kuonanjoki;614265;6874542;Kerimäki;1046;19770612;1977;06;12;3615000;6875000;21.9;28.4;13.6;0;27981;15.13
Kuonanjoki;614265;6874542;Kerimäki;1046;19770613;1977;06;13;3615000;6875000;21.6;27.9;13.2;0;27463;13.96
Kuonanjoki;614265;6874542;Kerimäki;1046;19770614;1977;06;14;3615000;6875000;21.8;28.7;13.2;0;27674;13.46
Kuonanjoki;614265;6874542;Kerimäki;1046;19770615;1977;06;15;3615000;6875000;23.2;30;12.7;0;28494;14.65
Kuonanjoki;614265;6874542;Kerimäki;1046;19770616;1977;06;16;3615000;6875000;22.5;29.3;13.9;0;26074;15.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19770617;1977;06;17;3615000;6875000;17.8;22.2;13.2;0;26108;10.79
Kuonanjoki;614265;6874542;Kerimäki;1046;19770618;1977;06;18;3615000;6875000;16.4;21.7;9;0;26471;9.81
Kuonanjoki;614265;6874542;Kerimäki;1046;19770619;1977;06;19;3615000;6875000;15.4;21.2;10.2;2;17395;11.41
Kuonanjoki;614265;6874542;Kerimäki;1046;19770620;1977;06;20;3615000;6875000;13.2;16.9;8.7;2;17309;10.66
Kuonanjoki;614265;6874542;Kerimäki;1046;19770621;1977;06;21;3615000;6875000;8.1;12.4;3.6;0;19181;5.85
Kuonanjoki;614265;6874542;Kerimäki;1046;19770622;1977;06;22;3615000;6875000;8.3;12;3.5;0;20843;6.7
Kuonanjoki;614265;6874542;Kerimäki;1046;19770623;1977;06;23;3615000;6875000;10.1;14.1;5;1;19605;6.62
Kuonanjoki;614265;6874542;Kerimäki;1046;19770624;1977;06;24;3615000;6875000;8.2;12.5;4.3;5;15067;8.01
Kuonanjoki;614265;6874542;Kerimäki;1046;19770625;1977;06;25;3615000;6875000;9.3;12.9;5.6;0;17663;7.59
Kuonanjoki;614265;6874542;Kerimäki;1046;19770626;1977;06;26;3615000;6875000;11.8;17.1;5.6;0;20182;7.81
Kuonanjoki;614265;6874542;Kerimäki;1046;19770627;1977;06;27;3615000;6875000;10;15.1;8.6;4;18482;10.91
Kuonanjoki;614265;6874542;Kerimäki;1046;19770628;1977;06;28;3615000;6875000;12;17.1;5.9;4;13850;11.54
Kuonanjoki;614265;6874542;Kerimäki;1046;19770629;1977;06;29;3615000;6875000;15;19.1;10.9;0;20249;10.97
Kuonanjoki;614265;6874542;Kerimäki;1046;19770630;1977;06;30;3615000;6875000;15.4;21.1;8.8;10;22516;12.05
Kuonanjoki;614265;6874542;Kerimäki;1046;19770701;1977;07;01;3615000;6875000;15;20.2;8.9;0;26436;10.98
Kuonanjoki;614265;6874542;Kerimäki;1046;19770702;1977;07;02;3615000;6875000;14.1;19.6;8;20;17799;12.73
Kuonanjoki;614265;6874542;Kerimäki;1046;19770703;1977;07;03;3615000;6875000;20;25.5;13.7;0;21182;15.14
Kuonanjoki;614265;6874542;Kerimäki;1046;19770704;1977;07;04;3615000;6875000;20.7;24;18.3;1;14852;17.17
Kuonanjoki;614265;6874542;Kerimäki;1046;19770705;1977;07;05;3615000;6875000;15.8;21;14.1;3;12498;14.83
Kuonanjoki;614265;6874542;Kerimäki;1046;19770706;1977;07;06;3615000;6875000;15.5;20.8;10;0;25815;10.74
Kuonanjoki;614265;6874542;Kerimäki;1046;19770707;1977;07;07;3615000;6875000;16.6;21.2;11.3;0;28984;9.41
Kuonanjoki;614265;6874542;Kerimäki;1046;19770708;1977;07;08;3615000;6875000;18.3;24.7;8.1;0;27840;9.99
Kuonanjoki;614265;6874542;Kerimäki;1046;19770709;1977;07;09;3615000;6875000;19;24.9;9.4;0;28220;10.88
Kuonanjoki;614265;6874542;Kerimäki;1046;19770710;1977;07;10;3615000;6875000;17.4;23.5;11.4;0;17237;12.39
Kuonanjoki;614265;6874542;Kerimäki;1046;19770711;1977;07;11;3615000;6875000;14.2;17.8;11.9;0;15406;10.36
Kuonanjoki;614265;6874542;Kerimäki;1046;19770712;1977;07;12;3615000;6875000;12.8;16.3;9.9;0;15681;10.94
Kuonanjoki;614265;6874542;Kerimäki;1046;19770713;1977;07;13;3615000;6875000;14.5;18.7;9.9;1;18364;10.46
Kuonanjoki;614265;6874542;Kerimäki;1046;19770714;1977;07;14;3615000;6875000;14.5;18.8;9.9;1;11824;12.6
Kuonanjoki;614265;6874542;Kerimäki;1046;19770715;1977;07;15;3615000;6875000;14;16.7;12.6;0;14576;11.62
Kuonanjoki;614265;6874542;Kerimäki;1046;19770716;1977;07;16;3615000;6875000;13.5;15.8;9.6;0;13959;11.21
Kuonanjoki;614265;6874542;Kerimäki;1046;19770717;1977;07;17;3615000;6875000;12.4;17;9.4;2;13486;11.51
Kuonanjoki;614265;6874542;Kerimäki;1046;19770718;1977;07;18;3615000;6875000;13.5;17.8;7.5;0;16392;11.54
Kuonanjoki;614265;6874542;Kerimäki;1046;19770719;1977;07;19;3615000;6875000;15;18.5;10.2;3;13721;13.1
Kuonanjoki;614265;6874542;Kerimäki;1046;19770720;1977;07;20;3615000;6875000;16.8;20.2;14.1;0;16884;13.31
Kuonanjoki;614265;6874542;Kerimäki;1046;19770721;1977;07;21;3615000;6875000;17.1;22.9;9.7;0;21415;13.44
Kuonanjoki;614265;6874542;Kerimäki;1046;19770722;1977;07;22;3615000;6875000;17.5;22.4;13.2;7;16661;15.3
Kuonanjoki;614265;6874542;Kerimäki;1046;19770723;1977;07;23;3615000;6875000;15.1;19.7;12.3;0;12830;12.94
Kuonanjoki;614265;6874542;Kerimäki;1046;19770724;1977;07;24;3615000;6875000;15.2;20;10;1;17612;11.91
Kuonanjoki;614265;6874542;Kerimäki;1046;19770725;1977;07;25;3615000;6875000;13.5;17.9;10.9;14;9246;13.38
Kuonanjoki;614265;6874542;Kerimäki;1046;19770726;1977;07;26;3615000;6875000;16.2;19.9;13.7;0;11632;15.29
Kuonanjoki;614265;6874542;Kerimäki;1046;19770727;1977;07;27;3615000;6875000;19.2;23;16.9;5;15739;17.82
Kuonanjoki;614265;6874542;Kerimäki;1046;19770728;1977;07;28;3615000;6875000;15.8;19.6;13.9;2;14594;14.67
Kuonanjoki;614265;6874542;Kerimäki;1046;19770729;1977;07;29;3615000;6875000;15.5;17.6;14.2;3;8191;16.09
Kuonanjoki;614265;6874542;Kerimäki;1046;19770730;1977;07;30;3615000;6875000;18.6;22.8;15.4;0;10253;18.66
Kuonanjoki;614265;6874542;Kerimäki;1046;19770731;1977;07;31;3615000;6875000;19.7;24.6;15.5;0;13022;18.57
Kuonanjoki;614265;6874542;Kerimäki;1046;19770801;1977;08;01;3615000;6875000;18.1;22.2;14.5;1;11574;17.11
Kuonanjoki;614265;6874542;Kerimäki;1046;19770802;1977;08;02;3615000;6875000;18;22.9;14.2;0;18113;15.39
Kuonanjoki;614265;6874542;Kerimäki;1046;19770803;1977;08;03;3615000;6875000;17.2;21.8;10.7;3;23994;13.82
Kuonanjoki;614265;6874542;Kerimäki;1046;19770804;1977;08;04;3615000;6875000;21.2;26.1;16.1;1;18597;18.98
Kuonanjoki;614265;6874542;Kerimäki;1046;19770805;1977;08;05;3615000;6875000;21.8;26.3;17.3;3;21507;19.26
Kuonanjoki;614265;6874542;Kerimäki;1046;19770806;1977;08;06;3615000;6875000;19.9;24.7;16.6;0;13491;18.18
Kuonanjoki;614265;6874542;Kerimäki;1046;19770807;1977;08;07;3615000;6875000;17.4;20.5;15.3;0;20238;13.36
Kuonanjoki;614265;6874542;Kerimäki;1046;19770808;1977;08;08;3615000;6875000;17.5;21.2;13.5;2;11552;14.85
Kuonanjoki;614265;6874542;Kerimäki;1046;19770809;1977;08;09;3615000;6875000;18.5;23.1;16.1;6;8039;17.53
Kuonanjoki;614265;6874542;Kerimäki;1046;19770810;1977;08;10;3615000;6875000;18.1;20.1;16.8;23;6194;18.42
Kuonanjoki;614265;6874542;Kerimäki;1046;19770811;1977;08;11;3615000;6875000;16.9;19.6;15.5;0;12633;14.57
Kuonanjoki;614265;6874542;Kerimäki;1046;19770812;1977;08;12;3615000;6875000;15.6;19.2;12.6;0;15286;12.12
Kuonanjoki;614265;6874542;Kerimäki;1046;19770813;1977;08;13;3615000;6875000;12.8;17.4;10.2;0;15791;10.38
Kuonanjoki;614265;6874542;Kerimäki;1046;19770814;1977;08;14;3615000;6875000;13;17.1;7.1;0;15436;9.74
Kuonanjoki;614265;6874542;Kerimäki;1046;19770815;1977;08;15;3615000;6875000;12;17.4;6.5;0;13904;9.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19770816;1977;08;16;3615000;6875000;13.7;19;9.1;0;16781;9.69
Kuonanjoki;614265;6874542;Kerimäki;1046;19770817;1977;08;17;3615000;6875000;9.7;13.7;5.6;0;14013;8.37
Kuonanjoki;614265;6874542;Kerimäki;1046;19770818;1977;08;18;3615000;6875000;9.2;12.9;6.3;5;12520;9.09
Kuonanjoki;614265;6874542;Kerimäki;1046;19770819;1977;08;19;3615000;6875000;8.3;11.7;4.8;1;12361;8.49
Kuonanjoki;614265;6874542;Kerimäki;1046;19770820;1977;08;20;3615000;6875000;8.5;12.5;4;1;10425;7.94
Kuonanjoki;614265;6874542;Kerimäki;1046;19770821;1977;08;21;3615000;6875000;9.2;13.4;4.5;1;8991;8.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19770822;1977;08;22;3615000;6875000;11.1;16.4;6.7;0;13209;8.85
Kuonanjoki;614265;6874542;Kerimäki;1046;19770823;1977;08;23;3615000;6875000;10.1;17;2.3;0;14983;8.74
Kuonanjoki;614265;6874542;Kerimäki;1046;19770824;1977;08;24;3615000;6875000;10.5;15.7;5.3;0;13685;9.75
Kuonanjoki;614265;6874542;Kerimäki;1046;19770825;1977;08;25;3615000;6875000;10.5;15.9;5.9;0;14065;9.02
Kuonanjoki;614265;6874542;Kerimäki;1046;19770826;1977;08;26;3615000;6875000;11.6;17.6;2.5;0;14053;10.29
Kuonanjoki;614265;6874542;Kerimäki;1046;19770827;1977;08;27;3615000;6875000;14.2;17.3;11.6;4;5288;13.56
Kuonanjoki;614265;6874542;Kerimäki;1046;19770828;1977;08;28;3615000;6875000;13.4;15.1;12.5;10;4607;14.12
Kuonanjoki;614265;6874542;Kerimäki;1046;19770829;1977;08;29;3615000;6875000;10;15.2;6.4;0;15717;8.72
Kuonanjoki;614265;6874542;Kerimäki;1046;19770830;1977;08;30;3615000;6875000;13;17.6;4.8;0;7370;12.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19770831;1977;08;31;3615000;6875000;15.4;19.3;13.2;0;7330;13.26
Kuonanjoki;614265;6874542;Kerimäki;1046;19770901;1977;09;01;3615000;6875000;16.9;21.1;14.3;0;9163;15.18
Kuonanjoki;614265;6874542;Kerimäki;1046;19770902;1977;09;02;3615000;6875000;14.5;18.7;12.8;0;6712;13.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19770903;1977;09;03;3615000;6875000;17.4;22.4;11.3;0;10507;16.63
Kuonanjoki;614265;6874542;Kerimäki;1046;19770904;1977;09;04;3615000;6875000;15.1;18.7;13.5;11;4594;15.66
Kuonanjoki;614265;6874542;Kerimäki;1046;19770905;1977;09;05;3615000;6875000;13.5;17.1;11.7;0;7852;13.03
Kuonanjoki;614265;6874542;Kerimäki;1046;19770906;1977;09;06;3615000;6875000;13.1;15.9;10.4;4;7085;11.34
Kuonanjoki;614265;6874542;Kerimäki;1046;19770907;1977;09;07;3615000;6875000;11.4;15.4;8.2;13;5824;11.14
Kuonanjoki;614265;6874542;Kerimäki;1046;19770908;1977;09;08;3615000;6875000;8.8;12.9;5.9;0;10892;8.16
Kuonanjoki;614265;6874542;Kerimäki;1046;19770909;1977;09;09;3615000;6875000;8.6;14.2;2.1;0;13011;8.07
Kuonanjoki;614265;6874542;Kerimäki;1046;19770910;1977;09;10;3615000;6875000;8.2;11.8;3.3;4;7013;9.32
Kuonanjoki;614265;6874542;Kerimäki;1046;19770911;1977;09;11;3615000;6875000;6.4;10.8;2.7;0;11784;6.46
Kuonanjoki;614265;6874542;Kerimäki;1046;19770912;1977;09;12;3615000;6875000;6.1;11.3;-0.2;27;6888;7.78
Kuonanjoki;614265;6874542;Kerimäki;1046;19770913;1977;09;13;3615000;6875000;5.8;7.8;4.9;16;3875;8.31
Kuonanjoki;614265;6874542;Kerimäki;1046;19770914;1977;09;14;3615000;6875000;5;7.2;4.1;0;6038;7.41
Kuonanjoki;614265;6874542;Kerimäki;1046;19770915;1977;09;15;3615000;6875000;4.9;8.2;0;2;5290;7.64
Kuonanjoki;614265;6874542;Kerimäki;1046;19770916;1977;09;16;3615000;6875000;6.7;9.1;4.9;8;4967;7.94
Kuonanjoki;614265;6874542;Kerimäki;1046;19770917;1977;09;17;3615000;6875000;6.1;7.1;4.2;1;3719;7.49
Kuonanjoki;614265;6874542;Kerimäki;1046;19770918;1977;09;18;3615000;6875000;5.4;8.4;2.6;0;8628;5.85
Kuonanjoki;614265;6874542;Kerimäki;1046;19770919;1977;09;19;3615000;6875000;5.2;7.7;3.3;5;6356;6.64
Kuonanjoki;614265;6874542;Kerimäki;1046;19770920;1977;09;20;3615000;6875000;3.9;7;0.2;0;7776;6.24
Kuonanjoki;614265;6874542;Kerimäki;1046;19770921;1977;09;21;3615000;6875000;7.9;12;4.8;1;6917;8.48
Kuonanjoki;614265;6874542;Kerimäki;1046;19770922;1977;09;22;3615000;6875000;5.1;7.9;3.6;0;7302;6.19
Kuonanjoki;614265;6874542;Kerimäki;1046;19770923;1977;09;23;3615000;6875000;2.7;6.8;-1.8;0;9917;4.76
Kuonanjoki;614265;6874542;Kerimäki;1046;19770924;1977;09;24;3615000;6875000;3.7;7.2;0.8;0;8071;5.15
Kuonanjoki;614265;6874542;Kerimäki;1046;19770925;1977;09;25;3615000;6875000;2.1;7;-2.3;0;8937;5.25
Kuonanjoki;614265;6874542;Kerimäki;1046;19770926;1977;09;26;3615000;6875000;0.8;7.7;-5;0;10722;5.11
Kuonanjoki;614265;6874542;Kerimäki;1046;19770927;1977;09;27;3615000;6875000;3.7;8.5;-3.4;0;5685;6.18
Kuonanjoki;614265;6874542;Kerimäki;1046;19770928;1977;09;28;3615000;6875000;7;11.5;3.3;0;5912;7.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19770929;1977;09;29;3615000;6875000;6.3;8.3;4.9;4;3154;8.01
Kuonanjoki;614265;6874542;Kerimäki;1046;19770930;1977;09;30;3615000;6875000;6.9;9.8;5.3;0;3613;8.19
Kuonanjoki;614265;6874542;Kerimäki;1046;19771001;1977;10;01;3615000;6875000;4.7;7.1;3.2;6;3173;7.49
Kuonanjoki;614265;6874542;Kerimäki;1046;19771002;1977;10;02;3615000;6875000;2.1;5.2;0.4;6;2487;6.43
Kuonanjoki;614265;6874542;Kerimäki;1046;19771003;1977;10;03;3615000;6875000;2;3;0.9;2;2190;6.16
Kuonanjoki;614265;6874542;Kerimäki;1046;19771004;1977;10;04;3615000;6875000;1.9;2.9;0.9;0;2987;5.45
Kuonanjoki;614265;6874542;Kerimäki;1046;19771005;1977;10;05;3615000;6875000;0.7;2;-0.1;0;3093;4.78
Kuonanjoki;614265;6874542;Kerimäki;1046;19771006;1977;10;06;3615000;6875000;-0.2;0.6;-0.8;1;2240;5.18
Kuonanjoki;614265;6874542;Kerimäki;1046;19771007;1977;10;07;3615000;6875000;-0.4;2.8;-3.1;0;5809;4.4
Kuonanjoki;614265;6874542;Kerimäki;1046;19771008;1977;10;08;3615000;6875000;-1.7;0.1;-4.1;0;2653;4.13
Kuonanjoki;614265;6874542;Kerimäki;1046;19771009;1977;10;09;3615000;6875000;0;1.9;-6.7;0;3295;4.53
Kuonanjoki;614265;6874542;Kerimäki;1046;19771010;1977;10;10;3615000;6875000;4.7;6.6;-0.3;3;1472;8.1
Kuonanjoki;614265;6874542;Kerimäki;1046;19771011;1977;10;11;3615000;6875000;7.3;8.4;6.4;15;1707;10.11
Kuonanjoki;614265;6874542;Kerimäki;1046;19771012;1977;10;12;3615000;6875000;4.5;8.3;2.2;1;2025;7.93
Kuonanjoki;614265;6874542;Kerimäki;1046;19771013;1977;10;13;3615000;6875000;2.6;6.1;1.6;1;1734;7.25
Kuonanjoki;614265;6874542;Kerimäki;1046;19771014;1977;10;14;3615000;6875000;-0.8;2.8;-2.5;0;3550;4.4
Kuonanjoki;614265;6874542;Kerimäki;1046;19771015;1977;10;15;3615000;6875000;-1.4;-0.5;-3.3;0;2873;4.22
Kuonanjoki;614265;6874542;Kerimäki;1046;19771016;1977;10;16;3615000;6875000;-0.8;1.7;-2.6;0;4079;4.63
Kuonanjoki;614265;6874542;Kerimäki;1046;19771017;1977;10;17;3615000;6875000;-0.5;1.5;-5.6;12;2541;4.85
Kuonanjoki;614265;6874542;Kerimäki;1046;19771018;1977;10;18;3615000;6875000;4.4;8.9;-0.9;2;2045;7.76
Kuonanjoki;614265;6874542;Kerimäki;1046;19771019;1977;10;19;3615000;6875000;-0.4;7.6;-2.7;0;2225;4.27
Kuonanjoki;614265;6874542;Kerimäki;1046;19771020;1977;10;20;3615000;6875000;-1.9;0.8;-8.3;0;3705;3.66
Kuonanjoki;614265;6874542;Kerimäki;1046;19771021;1977;10;21;3615000;6875000;3.6;5.6;-0.3;7;1849;6.97
Kuonanjoki;614265;6874542;Kerimäki;1046;19771022;1977;10;22;3615000;6875000;6.8;8.1;5.3;0;1463;9.61
Kuonanjoki;614265;6874542;Kerimäki;1046;19771023;1977;10;23;3615000;6875000;4.4;7.9;2.4;0;1866;7.26
Kuonanjoki;614265;6874542;Kerimäki;1046;19771024;1977;10;24;3615000;6875000;4.6;5.7;2.2;4;1460;7.97
Kuonanjoki;614265;6874542;Kerimäki;1046;19771025;1977;10;25;3615000;6875000;6.6;7.7;5.4;1;1304;9.37
Kuonanjoki;614265;6874542;Kerimäki;1046;19771026;1977;10;26;3615000;6875000;5.5;6.8;4.7;3;1796;8.85
Kuonanjoki;614265;6874542;Kerimäki;1046;19771027;1977;10;27;3615000;6875000;4.5;7.6;1.9;0;2927;6.92
Kuonanjoki;614265;6874542;Kerimäki;1046;19771028;1977;10;28;3615000;6875000;5.4;7.5;0.3;0;1473;8.29
Kuonanjoki;614265;6874542;Kerimäki;1046;19771029;1977;10;29;3615000;6875000;5.4;7.8;2.8;5;1318;7.71
Kuonanjoki;614265;6874542;Kerimäki;1046;19771030;1977;10;30;3615000;6875000;2;5;-1.2;0;3147;4.9
Kuonanjoki;614265;6874542;Kerimäki;1046;19771031;1977;10;31;3615000;6875000;3.2;5.8;-3.2;0;1308;7.22
Kuonanjoki;614265;6874542;Kerimäki;1046;19771101;1977;11;01;3615000;6875000;5.3;7.1;4.1;0;1325;7.81
Kuonanjoki;614265;6874542;Kerimäki;1046;19771102;1977;11;02;3615000;6875000;3.4;5;2;0;1350;6.99
Kuonanjoki;614265;6874542;Kerimäki;1046;19771103;1977;11;03;3615000;6875000;1.7;3.9;0.4;1;1263;4.99
Kuonanjoki;614265;6874542;Kerimäki;1046;19771104;1977;11;04;3615000;6875000;0.5;2;-0.6;3;1155;5.72
Kuonanjoki;614265;6874542;Kerimäki;1046;19771105;1977;11;05;3615000;6875000;1.1;1.8;0.1;2;1128;6.29
Kuonanjoki;614265;6874542;Kerimäki;1046;19771106;1977;11;06;3615000;6875000;2.2;3.4;0.3;2;1054;7.03
Kuonanjoki;614265;6874542;Kerimäki;1046;19771107;1977;11;07;3615000;6875000;4.5;5.7;2.1;1;1071;7.82
Kuonanjoki;614265;6874542;Kerimäki;1046;19771108;1977;11;08;3615000;6875000;6.5;7.8;4.9;4;1044;8.82
Kuonanjoki;614265;6874542;Kerimäki;1046;19771109;1977;11;09;3615000;6875000;4.5;7.8;2.4;1;1079;7.64
Kuonanjoki;614265;6874542;Kerimäki;1046;19771110;1977;11;10;3615000;6875000;2.6;3.7;1.9;0;1093;6.45
Kuonanjoki;614265;6874542;Kerimäki;1046;19771111;1977;11;11;3615000;6875000;3.1;4;0.9;3;981;6.61
Kuonanjoki;614265;6874542;Kerimäki;1046;19771112;1977;11;12;3615000;6875000;6.1;7.2;3.8;6;937;9.05
Kuonanjoki;614265;6874542;Kerimäki;1046;19771113;1977;11;13;3615000;6875000;4.3;6.6;3.5;6;992;7.6
Kuonanjoki;614265;6874542;Kerimäki;1046;19771114;1977;11;14;3615000;6875000;2.2;3.6;0.6;0;859;6.51
Kuonanjoki;614265;6874542;Kerimäki;1046;19771115;1977;11;15;3615000;6875000;1.8;3.3;0.5;5;901;6.5
Kuonanjoki;614265;6874542;Kerimäki;1046;19771116;1977;11;16;3615000;6875000;1.7;3;0.1;3;802;6.75
Kuonanjoki;614265;6874542;Kerimäki;1046;19771117;1977;11;17;3615000;6875000;0.3;2.5;-1;0;769;5.81
Kuonanjoki;614265;6874542;Kerimäki;1046;19771118;1977;11;18;3615000;6875000;-1.8;0.1;-3.6;0;763;5.02
Kuonanjoki;614265;6874542;Kerimäki;1046;19771119;1977;11;19;3615000;6875000;-2.6;-1.9;-3.6;1;1036;4.05
Kuonanjoki;614265;6874542;Kerimäki;1046;19771120;1977;11;20;3615000;6875000;-4.2;-1.7;-10.3;1;944;4.43
Kuonanjoki;614265;6874542;Kerimäki;1046;19771121;1977;11;21;3615000;6875000;-2.1;1.9;-8.8;4;690;5.26
Kuonanjoki;614265;6874542;Kerimäki;1046;19771122;1977;11;22;3615000;6875000;0.5;1.7;-0.6;6;671;5.86
Kuonanjoki;614265;6874542;Kerimäki;1046;19771123;1977;11;23;3615000;6875000;-0.8;2.1;-0.8;5;665;5.99
Kuonanjoki;614265;6874542;Kerimäki;1046;19771124;1977;11;24;3615000;6875000;-4.8;-0.4;-9.3;0;785;3.78
Kuonanjoki;614265;6874542;Kerimäki;1046;19771125;1977;11;25;3615000;6875000;-1.5;0.5;-6.4;1;582;5.38
Kuonanjoki;614265;6874542;Kerimäki;1046;19771126;1977;11;26;3615000;6875000;-2.3;2.1;-3;0;584;5.16
Kuonanjoki;614265;6874542;Kerimäki;1046;19771127;1977;11;27;3615000;6875000;-7.4;-2.9;-10.1;0;739;3.35
Kuonanjoki;614265;6874542;Kerimäki;1046;19771128;1977;11;28;3615000;6875000;-12.3;-9.3;-15.2;0;893;2.16
Kuonanjoki;614265;6874542;Kerimäki;1046;19771129;1977;11;29;3615000;6875000;-11.4;-8.9;-16.8;0;790;2.48
Kuonanjoki;614265;6874542;Kerimäki;1046;19771130;1977;11;30;3615000;6875000;-8.2;-6.8;-11.3;0;539;2.9
Kuonanjoki;614265;6874542;Kerimäki;1046;19771201;1977;12;01;3615000;6875000;-3.4;-1.4;-9.3;0;477;4.65
Kuonanjoki;614265;6874542;Kerimäki;1046;19771202;1977;12;02;3615000;6875000;-2.6;0.3;-5.7;0;600;5.02
Kuonanjoki;614265;6874542;Kerimäki;1046;19771203;1977;12;03;3615000;6875000;-6.4;-5.3;-9;0;734;3.35
Kuonanjoki;614265;6874542;Kerimäki;1046;19771204;1977;12;04;3615000;6875000;-4;-2.7;-6.8;0;474;4.59
Kuonanjoki;614265;6874542;Kerimäki;1046;19771205;1977;12;05;3615000;6875000;-3.7;-1.5;-4.6;1;441;4.48
Kuonanjoki;614265;6874542;Kerimäki;1046;19771206;1977;12;06;3615000;6875000;-6.6;-3.2;-7.6;0;477;3.35
Kuonanjoki;614265;6874542;Kerimäki;1046;19771207;1977;12;07;3615000;6875000;-7.3;-5.2;-13.4;0;415;3.26
Kuonanjoki;614265;6874542;Kerimäki;1046;19771208;1977;12;08;3615000;6875000;-7.1;-5.3;-8.8;0;369;3.37
Kuonanjoki;614265;6874542;Kerimäki;1046;19771209;1977;12;09;3615000;6875000;-6.2;-4.9;-9;0;390;3.75
Kuonanjoki;614265;6874542;Kerimäki;1046;19771210;1977;12;10;3615000;6875000;-5.6;-4.1;-6.5;0;380;3.81
Kuonanjoki;614265;6874542;Kerimäki;1046;19771211;1977;12;11;3615000;6875000;-6.8;-5.9;-8.1;0;361;3.46
Kuonanjoki;614265;6874542;Kerimäki;1046;19771212;1977;12;12;3615000;6875000;-5.1;-3.2;-7.9;0;420;3.53
Kuonanjoki;614265;6874542;Kerimäki;1046;19771213;1977;12;13;3615000;6875000;-1.3;-0.5;-3.7;1;356;5.09
Kuonanjoki;614265;6874542;Kerimäki;1046;19771214;1977;12;14;3615000;6875000;0.6;1;-1;0;309;6.29
Kuonanjoki;614265;6874542;Kerimäki;1046;19771215;1977;12;15;3615000;6875000;0.4;1.2;-0.1;3;330;6.08
Kuonanjoki;614265;6874542;Kerimäki;1046;19771216;1977;12;16;3615000;6875000;-0.1;1;-1.8;0;511;4.8
Kuonanjoki;614265;6874542;Kerimäki;1046;19771217;1977;12;17;3615000;6875000;-0.1;0.8;-1.5;1;407;5.15
Kuonanjoki;614265;6874542;Kerimäki;1046;19771218;1977;12;18;3615000;6875000;-1.7;1.3;-5;0;433;4.48
Kuonanjoki;614265;6874542;Kerimäki;1046;19771219;1977;12;19;3615000;6875000;-1.5;0.5;-4.5;1;343;4.57
Kuonanjoki;614265;6874542;Kerimäki;1046;19771220;1977;12;20;3615000;6875000;-4;0.1;-5.3;1;438;3.83
Kuonanjoki;614265;6874542;Kerimäki;1046;19771221;1977;12;21;3615000;6875000;-11.7;-4.1;-16.1;0;507;1.87
Kuonanjoki;614265;6874542;Kerimäki;1046;19771222;1977;12;22;3615000;6875000;-13.3;-9.1;-15.7;0;489;2.06
Kuonanjoki;614265;6874542;Kerimäki;1046;19771223;1977;12;23;3615000;6875000;-14.3;-13.2;-20.2;4;484;1.77
Kuonanjoki;614265;6874542;Kerimäki;1046;19771224;1977;12;24;3615000;6875000;-10.1;-5.5;-15.6;0;334;3.07
Kuonanjoki;614265;6874542;Kerimäki;1046;19771225;1977;12;25;3615000;6875000;-15.8;-9.4;-22.1;2;491;1.49
Kuonanjoki;614265;6874542;Kerimäki;1046;19771226;1977;12;26;3615000;6875000;-14.4;-11.5;-19.2;1;406;1.97
Kuonanjoki;614265;6874542;Kerimäki;1046;19771227;1977;12;27;3615000;6875000;-20.8;-12.6;-24.4;0;503;1.03
Kuonanjoki;614265;6874542;Kerimäki;1046;19771228;1977;12;28;3615000;6875000;-25.1;-22.4;-29.9;0;548;0.68
Kuonanjoki;614265;6874542;Kerimäki;1046;19771229;1977;12;29;3615000;6875000;-21.1;-14.9;-32.1;0;484;1.05
