OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
Halvansuo;635898;6853199;Punkaharju;954;19610101;1961;01;01;3635000;6855000;-2.4;-1.4;-3.9;5;203;-999
Halvansuo;635898;6853199;Punkaharju;954;19610102;1961;01;02;3635000;6855000;-1.8;-0.9;-2.1;2;186;5.41
Halvansuo;635898;6853199;Punkaharju;954;19610103;1961;01;03;3635000;6855000;-3.1;-1.7;-4.8;0;218;4.65
Halvansuo;635898;6853199;Punkaharju;954;19610104;1961;01;04;3635000;6855000;-1.8;-1.1;-4;0;229;4.93
Halvansuo;635898;6853199;Punkaharju;954;19610105;1961;01;05;3635000;6855000;0.3;0.9;-1.1;2;233;6.17
Halvansuo;635898;6853199;Punkaharju;954;19610106;1961;01;06;3635000;6855000;0;1.9;0;6;234;6.12
Halvansuo;635898;6853199;Punkaharju;954;19610107;1961;01;07;3635000;6855000;-1.2;0.4;-3.2;0;255;5.2
Halvansuo;635898;6853199;Punkaharju;954;19610108;1961;01;08;3635000;6855000;-0.9;-0.5;-1.4;1;247;5.5
Halvansuo;635898;6853199;Punkaharju;954;19610109;1961;01;09;3635000;6855000;-3;-0.9;-3.4;6;257;5.09
Halvansuo;635898;6853199;Punkaharju;954;19610110;1961;01;10;3635000;6855000;-8.2;-3.2;-18.7;1;378;2.44
Halvansuo;635898;6853199;Punkaharju;954;19610111;1961;01;11;3635000;6855000;-2.6;0.4;-13.4;4;295;5.47
Halvansuo;635898;6853199;Punkaharju;954;19610112;1961;01;12;3635000;6855000;-2.8;-0.1;-6.3;0;276;4.9
Halvansuo;635898;6853199;Punkaharju;954;19610113;1961;01;13;3635000;6855000;-3.6;-1.1;-8.2;6;311;4.51
Halvansuo;635898;6853199;Punkaharju;954;19610114;1961;01;14;3635000;6855000;-2.2;-1.3;-3.4;1;290;4.89
Halvansuo;635898;6853199;Punkaharju;954;19610115;1961;01;15;3635000;6855000;-3.5;-0.6;-2.8;4;357;4.81
Halvansuo;635898;6853199;Punkaharju;954;19610116;1961;01;16;3635000;6855000;-12.2;-1.9;-16.4;0;566;2.19
Halvansuo;635898;6853199;Punkaharju;954;19610117;1961;01;17;3635000;6855000;-19.5;-15.5;-26.9;0;543;0.94
Halvansuo;635898;6853199;Punkaharju;954;19610118;1961;01;18;3635000;6855000;-11.7;-6.8;-27.7;0;343;2.15
Halvansuo;635898;6853199;Punkaharju;954;19610119;1961;01;19;3635000;6855000;-6.2;-5.1;-7.5;0;339;3.79
Halvansuo;635898;6853199;Punkaharju;954;19610120;1961;01;20;3635000;6855000;-5.9;-5.1;-6.7;0;450;3.88
Halvansuo;635898;6853199;Punkaharju;954;19610121;1961;01;21;3635000;6855000;-8.8;-5.4;-10.6;0;409;3.11
Halvansuo;635898;6853199;Punkaharju;954;19610122;1961;01;22;3635000;6855000;-15.2;-8.8;-23.4;0;692;1.58
Halvansuo;635898;6853199;Punkaharju;954;19610123;1961;01;23;3635000;6855000;-10.9;-7.4;-18.3;0;656;2.77
Halvansuo;635898;6853199;Punkaharju;954;19610124;1961;01;24;3635000;6855000;-13.4;-8.1;-16.7;0;761;1.67
Halvansuo;635898;6853199;Punkaharju;954;19610125;1961;01;25;3635000;6855000;-13;-10.8;-18.2;0;539;2.05
Halvansuo;635898;6853199;Punkaharju;954;19610126;1961;01;26;3635000;6855000;-9;-7.9;-12.1;0;659;2.6
Halvansuo;635898;6853199;Punkaharju;954;19610127;1961;01;27;3635000;6855000;-5.9;-4.2;-9;1;643;3.67
Halvansuo;635898;6853199;Punkaharju;954;19610128;1961;01;28;3635000;6855000;-3.4;-0.8;-5.9;2;517;4.59
Halvansuo;635898;6853199;Punkaharju;954;19610129;1961;01;29;3635000;6855000;-1.1;-0.6;-3.3;1;553;4.84
Halvansuo;635898;6853199;Punkaharju;954;19610130;1961;01;30;3635000;6855000;0.5;1.5;-2.2;10;533;6.21
Halvansuo;635898;6853199;Punkaharju;954;19610131;1961;01;31;3635000;6855000;-0.2;1.4;-2.5;2;507;5.78
Halvansuo;635898;6853199;Punkaharju;954;19610201;1961;02;01;3635000;6855000;-5.9;-2.3;-7.1;2;536;3.55
Halvansuo;635898;6853199;Punkaharju;954;19610202;1961;02;02;3635000;6855000;-3.1;-0.9;-7.3;2;734;4.64
Halvansuo;635898;6853199;Punkaharju;954;19610203;1961;02;03;3635000;6855000;-0.8;0.3;-1.1;1;577;5.84
Halvansuo;635898;6853199;Punkaharju;954;19610204;1961;02;04;3635000;6855000;-2.4;-0.4;-4.4;10;764;4.97
Halvansuo;635898;6853199;Punkaharju;954;19610205;1961;02;05;3635000;6855000;-6.5;-3.4;-6.8;1;771;3.5
Halvansuo;635898;6853199;Punkaharju;954;19610206;1961;02;06;3635000;6855000;-10.3;-6.1;-17.2;0;1587;1.97
Halvansuo;635898;6853199;Punkaharju;954;19610207;1961;02;07;3635000;6855000;-5.7;-2.8;-15.2;0;637;3.77
Halvansuo;635898;6853199;Punkaharju;954;19610208;1961;02;08;3635000;6855000;-2.2;-0.2;-4.5;1;702;4.72
Halvansuo;635898;6853199;Punkaharju;954;19610209;1961;02;09;3635000;6855000;-2.3;0.3;-3.6;2;1466;4.51
Halvansuo;635898;6853199;Punkaharju;954;19610210;1961;02;10;3635000;6855000;-5.6;-2.9;-6.7;0;1384;3.18
Halvansuo;635898;6853199;Punkaharju;954;19610211;1961;02;11;3635000;6855000;-3.7;-0.4;-11;1;741;4.21
Halvansuo;635898;6853199;Punkaharju;954;19610212;1961;02;12;3635000;6855000;-0.7;0.5;-1.1;0;625;5.89
Halvansuo;635898;6853199;Punkaharju;954;19610213;1961;02;13;3635000;6855000;-4.6;-0.2;-10.5;0;1404;3.71
Halvansuo;635898;6853199;Punkaharju;954;19610214;1961;02;14;3635000;6855000;-2.6;0.8;-16.5;5;884;4.61
Halvansuo;635898;6853199;Punkaharju;954;19610215;1961;02;15;3635000;6855000;-0.6;2.7;-2.2;0;1686;5.16
Halvansuo;635898;6853199;Punkaharju;954;19610216;1961;02;16;3635000;6855000;-2.7;-0.6;-10.4;0;1140;4.05
Halvansuo;635898;6853199;Punkaharju;954;19610217;1961;02;17;3635000;6855000;1;2.1;-0.7;0;824;5.94
Halvansuo;635898;6853199;Punkaharju;954;19610218;1961;02;18;3635000;6855000;2.7;6.2;1.1;0;1688;6.23
Halvansuo;635898;6853199;Punkaharju;954;19610219;1961;02;19;3635000;6855000;0;3.4;-3.5;0;1690;5.22
Halvansuo;635898;6853199;Punkaharju;954;19610220;1961;02;20;3635000;6855000;0.2;2.6;-5.4;1;1042;5.27
Halvansuo;635898;6853199;Punkaharju;954;19610221;1961;02;21;3635000;6855000;0.9;4.5;-0.6;0;1494;5.79
Halvansuo;635898;6853199;Punkaharju;954;19610222;1961;02;22;3635000;6855000;1.2;4.1;-2.5;0;2007;4.67
Halvansuo;635898;6853199;Punkaharju;954;19610223;1961;02;23;3635000;6855000;1;4.5;-0.7;0;2696;5.17
Halvansuo;635898;6853199;Punkaharju;954;19610224;1961;02;24;3635000;6855000;-0.1;1.7;-3.6;0;1532;5.3
Halvansuo;635898;6853199;Punkaharju;954;19610225;1961;02;25;3635000;6855000;0.5;2.3;-0.9;0;1622;5.56
Halvansuo;635898;6853199;Punkaharju;954;19610226;1961;02;26;3635000;6855000;0.2;1.7;-2.1;0;1620;5.48
Halvansuo;635898;6853199;Punkaharju;954;19610227;1961;02;27;3635000;6855000;0.5;1.2;-0.7;5;1473;5.71
Halvansuo;635898;6853199;Punkaharju;954;19610228;1961;02;28;3635000;6855000;1.7;4;0.1;0;2556;5.96
Halvansuo;635898;6853199;Punkaharju;954;19610301;1961;03;01;3635000;6855000;-1.3;1.5;-2.6;0;701;5.03
Halvansuo;635898;6853199;Punkaharju;954;19610302;1961;03;02;3635000;6855000;-0.8;0.7;-2.5;0;1623;5.57
Halvansuo;635898;6853199;Punkaharju;954;19610303;1961;03;03;3635000;6855000;0.8;2.8;-1.1;0;1993;5.33
Halvansuo;635898;6853199;Punkaharju;954;19610304;1961;03;04;3635000;6855000;1.3;1.9;0.1;1;1300;6.16
Halvansuo;635898;6853199;Punkaharju;954;19610305;1961;03;05;3635000;6855000;1.9;5.1;-0.5;0;2659;5.77
Halvansuo;635898;6853199;Punkaharju;954;19610306;1961;03;06;3635000;6855000;3.9;7.3;0.1;0;1464;6.08
Halvansuo;635898;6853199;Punkaharju;954;19610307;1961;03;07;3635000;6855000;1.6;5;-1.8;0;2705;5.18
Halvansuo;635898;6853199;Punkaharju;954;19610308;1961;03;08;3635000;6855000;-2.6;-0.8;-5.4;0;4687;2.92
Halvansuo;635898;6853199;Punkaharju;954;19610309;1961;03;09;3635000;6855000;1;5.2;-3.4;0;2662;5.72
Halvansuo;635898;6853199;Punkaharju;954;19610310;1961;03;10;3635000;6855000;2.9;5.4;0.9;1;2459;5.17
Halvansuo;635898;6853199;Punkaharju;954;19610311;1961;03;11;3635000;6855000;1;2.4;-0.5;1;1807;5.88
Halvansuo;635898;6853199;Punkaharju;954;19610312;1961;03;12;3635000;6855000;0.6;3.5;-2.1;0;1700;4.8
Halvansuo;635898;6853199;Punkaharju;954;19610313;1961;03;13;3635000;6855000;-1.2;1.1;-4.9;0;1153;4.64
Halvansuo;635898;6853199;Punkaharju;954;19610314;1961;03;14;3635000;6855000;-1.6;0.1;-5.2;1;1609;4.22
Halvansuo;635898;6853199;Punkaharju;954;19610315;1961;03;15;3635000;6855000;-2.1;0.1;-4.5;3;1090;4.94
Halvansuo;635898;6853199;Punkaharju;954;19610316;1961;03;16;3635000;6855000;-3.4;-1;-6.3;0;4340;3.37
Halvansuo;635898;6853199;Punkaharju;954;19610317;1961;03;17;3635000;6855000;-5.7;-1.1;-13.4;1;3210;2.81
Halvansuo;635898;6853199;Punkaharju;954;19610318;1961;03;18;3635000;6855000;-0.7;1;-4;13;1785;5.67
Halvansuo;635898;6853199;Punkaharju;954;19610319;1961;03;19;3635000;6855000;-5.9;0.5;-8.2;0;2197;2.87
Halvansuo;635898;6853199;Punkaharju;954;19610320;1961;03;20;3635000;6855000;-10.2;-4;-15.4;0;6411;2.27
Halvansuo;635898;6853199;Punkaharju;954;19610321;1961;03;21;3635000;6855000;-12.5;-2.9;-23.2;0;6264;2.03
Halvansuo;635898;6853199;Punkaharju;954;19610322;1961;03;22;3635000;6855000;-9.9;-0.1;-20.4;0;6824;2.16
Halvansuo;635898;6853199;Punkaharju;954;19610323;1961;03;23;3635000;6855000;-2.8;3.6;-11.6;4;1802;4.39
Halvansuo;635898;6853199;Punkaharju;954;19610324;1961;03;24;3635000;6855000;-0.5;2.4;-3.3;0;3397;4.2
Halvansuo;635898;6853199;Punkaharju;954;19610325;1961;03;25;3635000;6855000;-2.6;0.2;-5.5;0;3286;3.5
Halvansuo;635898;6853199;Punkaharju;954;19610326;1961;03;26;3635000;6855000;-2.5;2.4;-11;7;2493;4.97
Halvansuo;635898;6853199;Punkaharju;954;19610327;1961;03;27;3635000;6855000;-0.5;2.2;-2.7;2;3433;4.83
Halvansuo;635898;6853199;Punkaharju;954;19610328;1961;03;28;3635000;6855000;-1.4;1.9;-3.5;0;2681;3.95
Halvansuo;635898;6853199;Punkaharju;954;19610329;1961;03;29;3635000;6855000;-3.8;-0.2;-7.6;0;4199;2.84
Halvansuo;635898;6853199;Punkaharju;954;19610330;1961;03;30;3635000;6855000;-4.5;-0.7;-14.5;17;2453;4.07
Halvansuo;635898;6853199;Punkaharju;954;19610331;1961;03;31;3635000;6855000;-3;-0.2;-4.8;2;2160;4.28
Halvansuo;635898;6853199;Punkaharju;954;19610401;1961;04;01;3635000;6855000;-6.7;1;-15.8;0;8987;2.99
Halvansuo;635898;6853199;Punkaharju;954;19610402;1961;04;02;3635000;6855000;-5.4;1.3;-14.2;0;7212;3.09
Halvansuo;635898;6853199;Punkaharju;954;19610403;1961;04;03;3635000;6855000;-4.7;2.3;-11.4;0;8034;3.33
Halvansuo;635898;6853199;Punkaharju;954;19610404;1961;04;04;3635000;6855000;-5.7;1.9;-14.9;0;6350;3.42
Halvansuo;635898;6853199;Punkaharju;954;19610405;1961;04;05;3635000;6855000;-4;4.4;-14.8;0;9441;3.55
Halvansuo;635898;6853199;Punkaharju;954;19610406;1961;04;06;3635000;6855000;-1.5;1;-6.3;0;3768;5.24
Halvansuo;635898;6853199;Punkaharju;954;19610407;1961;04;07;3635000;6855000;-0.4;2.6;-3.3;4;2055;5.58
Halvansuo;635898;6853199;Punkaharju;954;19610408;1961;04;08;3635000;6855000;-0.3;2.7;-1.6;0;3790;5.43
Halvansuo;635898;6853199;Punkaharju;954;19610409;1961;04;09;3635000;6855000;-1.6;3.5;-6.8;0;7395;3.85
Halvansuo;635898;6853199;Punkaharju;954;19610410;1961;04;10;3635000;6855000;-2.8;0.9;-6.2;0;7071;2.82
Halvansuo;635898;6853199;Punkaharju;954;19610411;1961;04;11;3635000;6855000;-4.5;0.4;-12.2;0;10236;2.43
Halvansuo;635898;6853199;Punkaharju;954;19610412;1961;04;12;3635000;6855000;-4.8;0.7;-11.2;0;7766;2.88
Halvansuo;635898;6853199;Punkaharju;954;19610413;1961;04;13;3635000;6855000;-4.5;1.9;-14.3;0;8805;2.62
Halvansuo;635898;6853199;Punkaharju;954;19610414;1961;04;14;3635000;6855000;-2.2;2.5;-11.6;2;5019;4.25
Halvansuo;635898;6853199;Punkaharju;954;19610415;1961;04;15;3635000;6855000;1.9;3.6;0.1;2;2129;6.64
Halvansuo;635898;6853199;Punkaharju;954;19610416;1961;04;16;3635000;6855000;3.6;8.1;0.6;0;4878;6.31
Halvansuo;635898;6853199;Punkaharju;954;19610417;1961;04;17;3635000;6855000;3.8;9;-1.7;0;10441;4.72
Halvansuo;635898;6853199;Punkaharju;954;19610418;1961;04;18;3635000;6855000;5.6;10.6;-1.9;0;11217;5.06
Halvansuo;635898;6853199;Punkaharju;954;19610419;1961;04;19;3635000;6855000;3.2;7.8;-2.6;0;7501;4.62
Halvansuo;635898;6853199;Punkaharju;954;19610420;1961;04;20;3635000;6855000;-0.3;2.7;-1.8;0;8517;3.83
Halvansuo;635898;6853199;Punkaharju;954;19610421;1961;04;21;3635000;6855000;0.2;4.7;-5;0;9964;3.72
Halvansuo;635898;6853199;Punkaharju;954;19610422;1961;04;22;3635000;6855000;0.7;4;-3.1;0;8545;4.31
Halvansuo;635898;6853199;Punkaharju;954;19610423;1961;04;23;3635000;6855000;3.2;10.2;-5.2;0;12286;4.1
Halvansuo;635898;6853199;Punkaharju;954;19610424;1961;04;24;3635000;6855000;2.6;7.8;-5.7;0;9064;4.66
Halvansuo;635898;6853199;Punkaharju;954;19610425;1961;04;25;3635000;6855000;6.7;15;-2.2;0;7120;6.08
Halvansuo;635898;6853199;Punkaharju;954;19610426;1961;04;26;3635000;6855000;10.1;16;0.2;0;12690;6.37
Halvansuo;635898;6853199;Punkaharju;954;19610427;1961;04;27;3635000;6855000;6.2;12.1;0.8;0;7038;5.64
Halvansuo;635898;6853199;Punkaharju;954;19610428;1961;04;28;3635000;6855000;-1.2;1.6;-4.2;0;9112;3.13
Halvansuo;635898;6853199;Punkaharju;954;19610429;1961;04;29;3635000;6855000;-1.6;2.7;-10.1;0;8834;3.78
Halvansuo;635898;6853199;Punkaharju;954;19610430;1961;04;30;3635000;6855000;0.2;2.9;-1.4;0;2981;4.53
Halvansuo;635898;6853199;Punkaharju;954;19610501;1961;05;01;3635000;6855000;0.1;5.5;-6.4;0;6263;3.9
Halvansuo;635898;6853199;Punkaharju;954;19610502;1961;05;02;3635000;6855000;4.1;9.5;-2.9;0;8596;4.55
Halvansuo;635898;6853199;Punkaharju;954;19610503;1961;05;03;3635000;6855000;7.7;13.3;3.5;0;9057;5.39
Halvansuo;635898;6853199;Punkaharju;954;19610504;1961;05;04;3635000;6855000;7.7;14.8;-2.1;0;12297;5.57
Halvansuo;635898;6853199;Punkaharju;954;19610505;1961;05;05;3635000;6855000;5.6;10.3;1.8;2;5650;7.41
Halvansuo;635898;6853199;Punkaharju;954;19610506;1961;05;06;3635000;6855000;4.7;9.2;-0.2;3;3496;9.11
Halvansuo;635898;6853199;Punkaharju;954;19610507;1961;05;07;3635000;6855000;8.6;11.7;6.7;0;6362;9.34
Halvansuo;635898;6853199;Punkaharju;954;19610508;1961;05;08;3635000;6855000;9.4;15.5;5;5;9138;8.36
Halvansuo;635898;6853199;Punkaharju;954;19610509;1961;05;09;3635000;6855000;7.8;11.2;5.8;0;3729;8.19
Halvansuo;635898;6853199;Punkaharju;954;19610510;1961;05;10;3635000;6855000;5.7;11.5;-0.8;0;7881;7.77
Halvansuo;635898;6853199;Punkaharju;954;19610511;1961;05;11;3635000;6855000;7.1;12.2;3.5;0;9609;7.98
Halvansuo;635898;6853199;Punkaharju;954;19610512;1961;05;12;3635000;6855000;3.5;8.7;2.3;1;4325;6.74
Halvansuo;635898;6853199;Punkaharju;954;19610513;1961;05;13;3635000;6855000;5.2;8.9;2.1;5;6810;8.31
Halvansuo;635898;6853199;Punkaharju;954;19610514;1961;05;14;3635000;6855000;6.4;10.2;4.4;0;5401;8.49
Halvansuo;635898;6853199;Punkaharju;954;19610515;1961;05;15;3635000;6855000;7.7;11.3;4.6;1;4930;8.97
Halvansuo;635898;6853199;Punkaharju;954;19610516;1961;05;16;3635000;6855000;8.2;12.2;5.6;0;9596;7.8
Halvansuo;635898;6853199;Punkaharju;954;19610517;1961;05;17;3635000;6855000;5.5;9.4;2.9;0;10909;4.9
Halvansuo;635898;6853199;Punkaharju;954;19610518;1961;05;18;3635000;6855000;6.2;10.4;-0.2;1;10024;5.21
Halvansuo;635898;6853199;Punkaharju;954;19610519;1961;05;19;3635000;6855000;4.3;8.4;2.8;1;904;7.27
Halvansuo;635898;6853199;Punkaharju;954;19610520;1961;05;20;3635000;6855000;7.3;12.3;3.8;5;4420;8.7
Halvansuo;635898;6853199;Punkaharju;954;19610521;1961;05;21;3635000;6855000;7.7;9.9;6.4;3;5555;9.11
Halvansuo;635898;6853199;Punkaharju;954;19610522;1961;05;22;3635000;6855000;4.9;8;2.5;0;2634;6.53
Halvansuo;635898;6853199;Punkaharju;954;19610523;1961;05;23;3635000;6855000;8.8;13.8;1.8;0;9105;6.64
Halvansuo;635898;6853199;Punkaharju;954;19610524;1961;05;24;3635000;6855000;10.1;14.2;4.9;0;6834;7.87
Halvansuo;635898;6853199;Punkaharju;954;19610525;1961;05;25;3635000;6855000;12.5;16.9;9;0;10267;8.13
Halvansuo;635898;6853199;Punkaharju;954;19610526;1961;05;26;3635000;6855000;13;18.1;7.5;0;14821;6.48
Halvansuo;635898;6853199;Punkaharju;954;19610527;1961;05;27;3635000;6855000;14;20.4;3.8;0;15685;8
Halvansuo;635898;6853199;Punkaharju;954;19610528;1961;05;28;3635000;6855000;15.5;22.7;6.1;0;20174;9.08
Halvansuo;635898;6853199;Punkaharju;954;19610529;1961;05;29;3635000;6855000;19;25.7;10.2;0;15256;10.86
Halvansuo;635898;6853199;Punkaharju;954;19610530;1961;05;30;3635000;6855000;18.5;26.2;9.7;0;11021;12.5
Halvansuo;635898;6853199;Punkaharju;954;19610531;1961;05;31;3635000;6855000;19.2;26.3;12.3;0;15103;11.26
Halvansuo;635898;6853199;Punkaharju;954;19610601;1961;06;01;3635000;6855000;19.8;26.1;12.7;0;17086;11.4
Halvansuo;635898;6853199;Punkaharju;954;19610602;1961;06;02;3635000;6855000;19.4;24.9;12.8;0;15414;10.48
Halvansuo;635898;6853199;Punkaharju;954;19610603;1961;06;03;3635000;6855000;18.6;23.9;10.2;0;19385;8.15
Halvansuo;635898;6853199;Punkaharju;954;19610604;1961;06;04;3635000;6855000;18.5;24.8;9.2;0;15041;9.87
Halvansuo;635898;6853199;Punkaharju;954;19610605;1961;06;05;3635000;6855000;20.3;27.2;9;0;16271;10.89
Halvansuo;635898;6853199;Punkaharju;954;19610606;1961;06;06;3635000;6855000;21.2;27.7;12.2;0;15175;12.2
Halvansuo;635898;6853199;Punkaharju;954;19610607;1961;06;07;3635000;6855000;20.3;27.7;12.5;0;13982;13.02
Halvansuo;635898;6853199;Punkaharju;954;19610608;1961;06;08;3635000;6855000;19.3;25.7;12.2;4;13129;13.36
Halvansuo;635898;6853199;Punkaharju;954;19610609;1961;06;09;3635000;6855000;16.7;20.1;13.8;1;7030;16.53
Halvansuo;635898;6853199;Punkaharju;954;19610610;1961;06;10;3635000;6855000;19.6;25.2;14.4;0;11395;15.97
Halvansuo;635898;6853199;Punkaharju;954;19610611;1961;06;11;3635000;6855000;20.8;25.8;15.1;1;16957;14.36
Halvansuo;635898;6853199;Punkaharju;954;19610612;1961;06;12;3635000;6855000;19.1;24.3;15.1;5;11459;15.8
Halvansuo;635898;6853199;Punkaharju;954;19610613;1961;06;13;3635000;6855000;17.7;24;14.5;6;14643;17.19
Halvansuo;635898;6853199;Punkaharju;954;19610614;1961;06;14;3635000;6855000;18.5;24.1;12;5;11673;17.09
Halvansuo;635898;6853199;Punkaharju;954;19610615;1961;06;15;3635000;6855000;19.7;24.3;14.8;0;16757;17.52
Halvansuo;635898;6853199;Punkaharju;954;19610616;1961;06;16;3635000;6855000;17.9;21.6;16;0;6165;16.51
Halvansuo;635898;6853199;Punkaharju;954;19610617;1961;06;17;3635000;6855000;18.2;23.3;12;0;15404;13.8
Halvansuo;635898;6853199;Punkaharju;954;19610618;1961;06;18;3635000;6855000;16.1;19.6;12.6;14;9715;13.79
Halvansuo;635898;6853199;Punkaharju;954;19610619;1961;06;19;3635000;6855000;12.5;16.4;9.9;10;8892;12.74
Halvansuo;635898;6853199;Punkaharju;954;19610620;1961;06;20;3635000;6855000;13;17;9.7;2;13630;9.67
Halvansuo;635898;6853199;Punkaharju;954;19610621;1961;06;21;3635000;6855000;13.2;18.3;8;0;14032;9.29
Halvansuo;635898;6853199;Punkaharju;954;19610622;1961;06;22;3635000;6855000;12.8;17.5;9.7;0;10227;10.68
Halvansuo;635898;6853199;Punkaharju;954;19610623;1961;06;23;3635000;6855000;13.2;16.3;9.6;7;10425;11.13
Halvansuo;635898;6853199;Punkaharju;954;19610624;1961;06;24;3635000;6855000;12.5;14.4;11;2;5993;12.18
Halvansuo;635898;6853199;Punkaharju;954;19610625;1961;06;25;3635000;6855000;13.6;17.9;10.1;3;10641;11.38
Halvansuo;635898;6853199;Punkaharju;954;19610626;1961;06;26;3635000;6855000;14.3;18.5;10.6;0;12757;10.84
Halvansuo;635898;6853199;Punkaharju;954;19610627;1961;06;27;3635000;6855000;15.7;19.7;9.7;1;14102;9.76
Halvansuo;635898;6853199;Punkaharju;954;19610628;1961;06;28;3635000;6855000;15.5;20.1;12.2;0;8129;15.22
Halvansuo;635898;6853199;Punkaharju;954;19610629;1961;06;29;3635000;6855000;14.9;18.9;11.2;0;12721;9.42
Halvansuo;635898;6853199;Punkaharju;954;19610630;1961;06;30;3635000;6855000;14.5;17.2;12.7;0;14615;8.66
Halvansuo;635898;6853199;Punkaharju;954;19610701;1961;07;01;3635000;6855000;15.1;18.1;10.2;0;15233;8.84
Halvansuo;635898;6853199;Punkaharju;954;19610702;1961;07;02;3635000;6855000;14.2;19.2;8.7;0;9517;10.86
Halvansuo;635898;6853199;Punkaharju;954;19610703;1961;07;03;3635000;6855000;17.8;23;11.5;1;13598;12.94
Halvansuo;635898;6853199;Punkaharju;954;19610704;1961;07;04;3635000;6855000;14.5;19.6;11.7;0;6289;12.42
Halvansuo;635898;6853199;Punkaharju;954;19610705;1961;07;05;3635000;6855000;14.8;18.1;10.9;0;6832;13.66
Halvansuo;635898;6853199;Punkaharju;954;19610706;1961;07;06;3635000;6855000;16.1;19.8;11;0;15974;10.92
Halvansuo;635898;6853199;Punkaharju;954;19610707;1961;07;07;3635000;6855000;14.2;16.8;12.7;0;5183;12.57
Halvansuo;635898;6853199;Punkaharju;954;19610708;1961;07;08;3635000;6855000;13.8;19.6;7.3;0;13144;10.75
Halvansuo;635898;6853199;Punkaharju;954;19610709;1961;07;09;3635000;6855000;14.1;18.2;7.6;1;6477;11.43
Halvansuo;635898;6853199;Punkaharju;954;19610710;1961;07;10;3635000;6855000;15.2;19.7;10.6;1;4959;12.04
Halvansuo;635898;6853199;Punkaharju;954;19610711;1961;07;11;3635000;6855000;16.4;23;8.3;1;12941;13.63
Halvansuo;635898;6853199;Punkaharju;954;19610712;1961;07;12;3635000;6855000;17.5;21.5;13.9;6;10890;14.11
Halvansuo;635898;6853199;Punkaharju;954;19610713;1961;07;13;3635000;6855000;16.2;20.1;13.9;4;7295;16.58
Halvansuo;635898;6853199;Punkaharju;954;19610714;1961;07;14;3635000;6855000;19.3;24.5;14.9;0;12609;18.13
Halvansuo;635898;6853199;Punkaharju;954;19610715;1961;07;15;3635000;6855000;20.7;25.9;15.5;3;11894;18.91
Halvansuo;635898;6853199;Punkaharju;954;19610716;1961;07;16;3635000;6855000;20.5;25.9;15.9;1;12351;20.21
Halvansuo;635898;6853199;Punkaharju;954;19610717;1961;07;17;3635000;6855000;18.8;22.5;15.1;1;10189;18.95
Halvansuo;635898;6853199;Punkaharju;954;19610718;1961;07;18;3635000;6855000;18.4;23.3;13.4;0;10158;17.04
Halvansuo;635898;6853199;Punkaharju;954;19610719;1961;07;19;3635000;6855000;19.2;24.4;14.4;6;10900;17.65
Halvansuo;635898;6853199;Punkaharju;954;19610720;1961;07;20;3635000;6855000;20.1;24.5;15.7;0;11586;15.56
Halvansuo;635898;6853199;Punkaharju;954;19610721;1961;07;21;3635000;6855000;19.3;25.1;13;8;5805;18.51
Halvansuo;635898;6853199;Punkaharju;954;19610722;1961;07;22;3635000;6855000;17.8;21.5;15.1;0;10710;13.49
Halvansuo;635898;6853199;Punkaharju;954;19610723;1961;07;23;3635000;6855000;18;22.5;12;0;9831;15.25
Halvansuo;635898;6853199;Punkaharju;954;19610724;1961;07;24;3635000;6855000;17.9;22.8;13;0;8906;15.79
Halvansuo;635898;6853199;Punkaharju;954;19610725;1961;07;25;3635000;6855000;15.7;19.9;13.2;0;10524;12.23
Halvansuo;635898;6853199;Punkaharju;954;19610726;1961;07;26;3635000;6855000;15;19.4;11.2;2;12704;11.44
Halvansuo;635898;6853199;Punkaharju;954;19610727;1961;07;27;3635000;6855000;14.6;17.5;13;6;4870;14.82
Halvansuo;635898;6853199;Punkaharju;954;19610728;1961;07;28;3635000;6855000;15.1;18.2;13.5;4;7294;13.98
Halvansuo;635898;6853199;Punkaharju;954;19610729;1961;07;29;3635000;6855000;15.5;19.1;13.1;0;9385;13.23
Halvansuo;635898;6853199;Punkaharju;954;19610730;1961;07;30;3635000;6855000;16.4;20.6;12.2;0;10358;13.56
Halvansuo;635898;6853199;Punkaharju;954;19610731;1961;07;31;3635000;6855000;17.4;23.1;10.3;3;12523;14.71
Halvansuo;635898;6853199;Punkaharju;954;19610801;1961;08;01;3635000;6855000;19.4;24.5;14;3;9148;19.88
Halvansuo;635898;6853199;Punkaharju;954;19610802;1961;08;02;3635000;6855000;18.5;22.8;16.1;0;8994;16.59
Halvansuo;635898;6853199;Punkaharju;954;19610803;1961;08;03;3635000;6855000;18;22;14.5;0;9445;15.15
Halvansuo;635898;6853199;Punkaharju;954;19610804;1961;08;04;3635000;6855000;18.2;22;15.7;0;6442;17.14
Halvansuo;635898;6853199;Punkaharju;954;19610805;1961;08;05;3635000;6855000;13.9;17;9.4;0;9596;13.21
Halvansuo;635898;6853199;Punkaharju;954;19610806;1961;08;06;3635000;6855000;14.8;17.9;12.4;0;10455;12.24
Halvansuo;635898;6853199;Punkaharju;954;19610807;1961;08;07;3635000;6855000;16.5;22.1;11.1;1;5009;14.78
